date,mom_20,mom_60,reversal_5,volatility_20,dollar_volume_20,volume_anom,ma_dist_20,rsi_14,overnight,turnover_20,hl_spread_5,size_proxy,intraday_momentum,max_ret_5d
2025-05-08,7.1626765644717345,-0.4051870407776439,149.6664225393566,-0.10417990526044874,1.2061998471256885,-0.7493001920925471,28.87801848354095,1.5393557326504892,67.99164112531085,0.5333391554302322,-0.2658306745633511,2.128833860022509,5803.538234604494,75.01840318940742
2025-05-09,7.19211665811123,-0.3943100799320324,145.10417316411187,-0.10817698856768798,1.2483713150037472,-0.7521446555392395,29.449136235353077,1.571441947256345,68.21979379562526,0.5810399431902802,-0.3020952959381218,2.1886414594091317,5980.671014689756,72.71653057165557
2025-05-12,7.308032997789244,-0.38917188765546074,147.17150956466202,-0.13035938507284806,1.2276710059484843,-0.7454479675212539,29.879983666616717,1.5942592263793198,69.19923604051948,0.5307000267254294,-0.29222012421936705,2.1592842695020527,6120.382177550902,73.75960048316227
2025-05-13,7.176609023045243,-0.3859051720590594,147.36068703670574,-0.13033007163221322,1.2421688648292082,-0.745102188672284,30.188293406566178,1.6343253084264453,69.90011426772207,0.5171930360012702,-0.2897598459897146,2.1093078555717466,6067.080962253638,74.50600997717399
2025-05-14,7.303782900402542,-0.3825773756152261,146.04728520653762,-0.14876597919918144,1.2744485449640863,-0.7408532456193324,29.91219087254468,1.6337523128746447,70.92083712494662,0.54424514450957,-0.2960474329291388,2.1625106345460368,6172.230624815254,75.81440245246574
2025-05-15,7.409454596174536,-0.3891964569768174,147.91856919515075,-0.16503878435610708,1.3033925621156968,-0.7436516949578252,30.305571054650716,1.6672687326176732,70.65402579645344,0.6018583426522697,-0.2978351917934273,2.1286069284455094,6218.351431712618,75.49932927576883
2025-05-16,7.7672113885093435,-0.3923414256001596,153.2767711945266,-0.17858553843567526,1.3066462332796798,-0.739492594652259,31.6373792658296,1.8065139301242508,71.01842722123489,0.582294245326012,-0.30922740235588586,2.1330262611784283,6442.128368707985,73.91707337970212
2025-05-19,7.611934557309189,-0.3907817081084394,150.37481201079396,-0.19176686338999993,1.3055216143687138,-0.7378180508039563,31.0593358485444,1.7987595910658554,69.9628701653005,0.60801088578572,-0.3136676945710609,2.0972743537942193,6545.521932766532,72.66190301397596
2025-05-20,7.8816691393267355,-0.4031739870144675,147.29565481089944,-0.2021552725258552,1.2852265297351866,-0.7351403654534223,32.06346697579825,1.890099328954077,72.18549970288299,0.6169621097670013,-0.320677261650262,2.070009614764341,6516.658280717749,70.97852008229222
2025-05-21,7.875238895567881,-0.39873944587187227,143.0013015824762,-0.23496467438092727,1.2727531429812644,-0.7243325956873441,32.03952934101,1.8880069246006892,74.2518235779313,0.6211463487439179,-0.34034912458038946,2.0532526688926978,6451.586804884359,70.92640832015942
